customer_id,age,gender,region,plan,tenure_months,support_tickets,monthly_spend,churned
627,47,F,EMEA,free,5,1,16.01,1
628,31,M,APAC,free,13,3,16.36,1
629,44,M,LATAM,pro,37,1,35.93,1
630,65,M,EMEA,free,40,2,20.66,1
631,33,M,EMEA,pro,5,3,90.81,1
632,65,M,EMEA,pro,34,0,86.75,0
633,61,M,EMEA,pro,19,2,115.0,0
634,59,F,APAC,pro,8,1,111.42,1
635,41,M,NA,free,13,1,29.83,1
636,21,F,LATAM,free,9,2,20.35,0
637,60,F,APAC,free,13,3,9.0,1
638,32,M,NA,free,45,2,22.16,1
639,39,M,NA,free,23,0,16.88,1
640,28,M,NA,pro,22,2,58.72,0
641,65,F,APAC,free,46,0,20.08,1
642,25,F,NA,free,44,2,14.88,1
643,39,F,NA,pro,4,1,53.91,0
644,33,F,EMEA,pro,39,2,77.49,0
645,40,M,LATAM,free,32,0,21.98,1
646,56,M,NA,free,1,3,7.01,1
647,55,M,EMEA,pro,14,1,93.02,0
648,36,F,EMEA,pro,23,0,120.44,1
649,24,M,APAC,free,30,3,11.52,0
650,50,F,NA,free,1,2,14.1,1
651,25,M,EMEA,pro,42,2,50.53,0
652,27,F,APAC,free,11,4,15.76,1
653,33,F,LATAM,pro,32,2,82.55,1
654,27,F,EMEA,free,26,4,8.73,0
655,52,F,APAC,free,42,3,19.19,1
656,44,F,EMEA,pro,11,0,97.68,0
657,18,M,EMEA,free,18,2,21.26,0
658,26,F,EMEA,free,13,1,16.26,0
659,37,M,APAC,free,14,1,8.68,1
660,22,F,EMEA,free,46,0,18.68,0
661,21,F,APAC,pro,14,1,83.62,0
662,36,F,EMEA,pro,18,2,117.82,0
663,66,M,NA,free,5,4,14.05,1
664,38,M,EMEA,free,10,1,15.28,1
665,57,F,EMEA,free,38,0,20.65,0
666,57,M,NA,free,38,1,14.65,1
667,58,F,EMEA,free,14,1,16.4,1
668,34,F,APAC,free,33,3,10.39,1
669,52,F,EMEA,pro,25,1,88.98,0
670,20,F,APAC,pro,22,2,87.52,1
671,48,M,NA,free,46,1,16.78,1
672,32,F,APAC,free,41,1,18.03,1
673,53,F,EMEA,free,4,1,21.23,1
674,28,M,NA,free,18,2,9.57,1
675,60,F,APAC,free,30,1,11.18,1
676,66,M,EMEA,free,11,1,23.0,1
677,56,M,EMEA,pro,10,4,47.55,1
678,25,F,NA,free,32,1,18.29,0
679,49,F,LATAM,free,39,1,23.72,0
680,35,F,NA,free,47,2,18.08,1
681,26,M,EMEA,free,26,2,7.04,1
682,64,M,NA,pro,40,1,110.14,0
683,41,M,NA,free,8,1,11.69,1
684,59,M,NA,pro,11,2,49.94,1
685,69,M,APAC,pro,18,1,74.03,0
686,27,F,NA,free,18,2,23.5,1
687,66,F,APAC,free,17,0,15.3,0
688,39,M,EMEA,pro,13,0,92.34,1
689,60,M,EMEA,free,34,1,10.85,1
690,64,M,NA,free,14,1,18.71,1
691,32,F,NA,pro,23,2,79.17,0
692,33,F,NA,free,40,2,21.94,0
693,63,M,EMEA,pro,1,1,66.6,1
694,39,F,NA,pro,23,0,93.98,1
695,59,F,LATAM,pro,46,2,88.59,0
696,53,M,NA,pro,2,2,78.83,1
697,40,M,NA,pro,45,1,89.55,1
698,44,M,EMEA,free,2,0,17.87,1
699,20,M,APAC,free,27,1,5.29,1
700,34,F,NA,free,42,1,10.74,0
701,61,M,EMEA,pro,32,2,70.49,1
702,43,M,APAC,free,45,2,17.6,1
703,32,M,APAC,free,4,3,23.14,1
704,59,F,LATAM,free,13,0,,1
705,19,F,EMEA,pro,8,0,51.92,0
706,51,F,EMEA,free,15,1,10.03,0
707,50,M,NA,free,32,1,12.89,1
708,57,M,NA,free,40,1,19.9,0
709,48,F,APAC,free,8,0,2.64,0
710,54,M,EMEA,free,2,2,19.49,1
711,55,F,APAC,pro,26,1,81.03,0
712,37,F,NA,free,14,0,19.78,1
713,69,M,NA,pro,1,2,111.3,1
714,43,F,NA,free,29,3,8.99,0
715,33,M,EMEA,free,6,0,22.08,1
716,66,F,NA,pro,40,3,54.27,0
717,33,F,NA,free,25,4,22.04,1
718,55,F,EMEA,free,9,0,11.6,0
719,31,M,LATAM,pro,23,4,77.35,1
720,69,M,APAC,free,44,1,22.92,1
721,20,M,EMEA,pro,41,0,79.68,0
722,59,F,NA,free,22,3,10.25,1
723,40,M,APAC,free,11,2,11.54,1
724,26,F,EMEA,pro,47,1,79.21,1
725,25,M,NA,free,28,3,23.05,0
726,32,M,LATAM,free,13,0,13.68,1
727,29,M,NA,free,20,0,16.31,1
728,31,F,APAC,free,2,1,17.49,1
729,64,M,APAC,free,5,2,,1
730,44,M,NA,free,37,4,15.06,1
731,37,M,EMEA,pro,32,3,78.74,0
732,45,M,EMEA,free,26,1,6.7,1
733,41,M,NA,pro,9,2,71.89,0
734,39,M,NA,free,4,1,13.31,0
735,65,M,APAC,free,12,0,15.72,0
736,28,M,EMEA,free,1,0,12.37,1
737,22,M,APAC,free,42,1,10.44,1
738,40,M,NA,pro,1,1,60.61,0
739,38,F,NA,pro,22,0,66.1,0
740,46,F,EMEA,pro,33,3,90.2,0
741,62,F,LATAM,pro,11,1,56.81,1
742,33,F,EMEA,pro,15,1,89.94,0
743,68,F,EMEA,free,29,1,13.46,1
744,49,M,NA,pro,45,1,61.17,0
745,41,M,APAC,free,45,0,27.85,0
746,69,F,LATAM,free,8,5,17.31,1
747,25,M,APAC,free,42,1,7.17,0
748,39,M,NA,pro,31,1,90.09,0
749,57,F,NA,pro,30,1,80.52,0
750,33,M,EMEA,free,15,0,17.51,0
751,39,M,EMEA,free,22,1,17.43,1
752,19,F,NA,free,8,4,13.56,1
753,52,M,NA,free,41,0,19.81,0
754,24,M,LATAM,free,14,1,16.21,1
755,49,F,APAC,pro,4,1,93.45,0
756,32,F,EMEA,free,35,2,24.67,1
757,33,F,NA,free,43,0,18.77,1
758,25,F,EMEA,free,33,6,16.05,1
759,53,F,EMEA,pro,45,3,125.14,1
760,45,F,EMEA,pro,18,1,103.5,0
761,64,F,NA,free,26,1,-1.58,0
762,67,F,NA,free,3,1,13.78,1
763,49,F,EMEA,pro,43,2,79.7,0
764,68,F,APAC,pro,17,2,82.18,0
765,37,F,NA,free,24,1,16.17,1
766,20,F,NA,pro,42,1,71.91,0
767,24,F,APAC,free,39,1,12.2,0
768,64,M,EMEA,free,28,0,8.23,1
769,60,F,NA,free,24,2,20.84,1
770,65,M,NA,pro,3,1,60.56,0
771,35,F,EMEA,pro,22,1,70.37,0
772,48,M,NA,free,24,2,20.85,1
773,25,M,LATAM,pro,5,1,95.44,1
774,38,F,APAC,free,29,2,18.65,0
775,40,M,NA,free,37,0,,1
776,42,M,NA,free,7,2,21.17,1
777,19,F,APAC,free,21,1,25.31,1
778,18,M,NA,free,10,2,8.79,0
779,18,F,EMEA,pro,6,0,72.47,0
780,19,M,APAC,pro,37,2,120.14,1
781,42,M,NA,pro,17,1,105.6,0
782,61,F,APAC,pro,24,2,87.09,0
783,45,F,NA,free,31,2,26.41,1
784,50,F,LATAM,pro,12,0,87.63,0
785,21,F,EMEA,free,6,0,10.57,1
786,33,M,EMEA,pro,44,2,82.28,0
787,18,F,APAC,free,26,1,14.9,1
788,28,M,LATAM,pro,10,0,96.48,1
789,32,F,NA,free,4,3,15.37,1
790,47,F,NA,free,47,1,18.23,1
791,56,M,APAC,pro,8,0,63.4,0
792,52,F,NA,free,43,3,17.06,1
793,62,M,EMEA,free,15,5,20.84,1
794,24,F,APAC,pro,8,4,93.69,1
795,62,F,APAC,pro,6,2,77.24,0
796,68,F,EMEA,pro,38,0,87.51,1
797,41,F,LATAM,pro,1,3,128.71,1
798,25,F, emea ,pro,33,0,94.09,0
799,52,F,NA,free,11,2,19.89,1
800,23,M,APAC,free,14,2,19.43,1
801,38,F,EMEA,free,44,1,13.57,0
802,40,M,NA,free,43,0,10.73,1
803,59,F,EMEA,pro,29,2,54.08,0
804,35,F,NA,pro,43,1,75.17,0
805,18,F,APAC,free,3,0,19.78,1
806,22,M,APAC,pro,33,0,62.03,0
807,64,M,NA,pro,13,0,89.79,0
808,29,M,NA,pro,7,3,70.54,1
809,64,F,NA,free,34,2,12.14,1
810,18,F, emea ,free,7,0,12.41,0
811,24,F,NA,pro,40,1,92.86,0
812,23,M,NA,pro,15,1,101.28,0
813,20,M,APAC,free,16,2,11.86,0
814,31,M,LATAM,free,37,2,-0.77,1
815,49,M,NA,free,25,1,25.66,1
816,25,M,NA,pro,-1,1,54.7,0
817,54,F,NA,pro,7,2,88.04,1
818,50,F,EMEA,pro,41,2,68.92,1
819,55,M,NA,pro,18,2,83.17,0
820,44,M,EMEA,free,46,1,14.19,1
821,63,F,NA,pro,20,0,93.1,0
822,45,M,NA,free,26,1,18.48,1
823,49,M,NA,pro,35,1,75.67,1
824,22,M,APAC,free,11,2,18.29,0
825,31,M,NA,free,30,0,18.42,0
826,52,F,NA,pro,31,2,49.49,0
827,38,F,EMEA,free,9,0,12.8,0
828,25,M,EMEA,pro,23,0,83.97,0
829,40,M,NA,free,19,2,22.6,1
830,44,M,APAC,free,26,2,9.83,1
831,59,M,NA,free,20,2,7.75,0
832,32,M,LATAM,free,1,0,20.4,1
833,57,F,EMEA,free,37,5,19.49,1
834,33,M,NA,pro,47,0,57.16,0
835,40,F,NA,free,43,0,20.08,1
836,35,F,EMEA,free,32,4,12.84,1
837,48,F,LATAM,pro,6,1,91.35,1
838,37,F,EMEA,free,1,1,14.61,1
839,20,F,APAC,pro,24,4,62.64,1
840,25,F,EMEA,pro,41,3,122.19,1
841,43,M,NA,free,10,2,13.79,1
842,39,M,NA,pro,4,0,76.09,1
843,34,F,EMEA,free,39,6,18.96,1
844,18,M,EMEA,free,37,0,24.9,0
845,33,M,EMEA,pro,8,1,37.28,0
846,41,F,NA,free,5,1,13.81,1
847,51,F,EMEA,free,42,1,5.5,0
848,34,F,LATAM,free,4,1,9.76,1
849,31,F,EMEA,free,47,2,14.66,1
850,58,F,NA,free,23,1,21.87,0
851,68,M,EMEA,pro,35,2,103.6,1
852,38,F,APAC,free,7,1,28.69,1
853,33,M,APAC,free,2,2,17.89,1
854,41,M,NA,free,15,0,,1
855,30,M,EMEA,free,4,0,14.42,1
856,54,M,EMEA,free,23,3,20.49,0
857,36,M,NA,pro,12,0,89.0,0
858,39,F,NA,free,25,0,12.7,1
859,68,F,APAC,free,22,3,17.1,1
860,23,F,NA,pro,30,2,59.12,0
861,50,M,EMEA,pro,24,4,117.79,0
862,18,F,EMEA,free,10,2,3.69,1
863,67,F,NA,free,47,1,25.22,1
864,22,M,LATAM,free,2,3,18.41,1
865,25,F,NA,free,8,2,20.53,0
866,62,M,APAC,pro,33,2,52.29,1
867,39,F,APAC,pro,40,0,94.15,0
868,24,F,NA,free,3,3,14.31,1
869,64,M,EMEA,free,15,2,21.01,0
870,28,M,EMEA,free,43,1,10.75,1
871,53,F,NA,free,9,1,13.87,1
872,61,F,NA,pro,10,4,54.04,0
873,59,F,EMEA,free,20,0,20.42,1
874,58,F,APAC,free,1,0,14.24,1
875,42,M,LATAM,free,20,2,16.43,0
876,48,M,NA,pro,19,1,95.01,0
877,41,M,EMEA,pro,16,2,95.81,1
878,18,F,EMEA,free,11,0,20.53,0
879,47,F,NA,free,11,2,,1
880,30,F,NA,pro,5,3,90.79,1
881,32,F,NA,free,26,1,16.67,0
882,41,F,EMEA,pro,39,2,92.73,0
883,68,F,NA,free,7,2,14.85,1
884,28,F,NA,free,9,1,19.7,0
885,42,F,EMEA,pro,8,3,50.8,1
886,47,M,NA,free,15,1,19.76,1
887,61,M,NA,free,26,1,8.82,0
888,51,F,APAC,free,33,1,13.33,1
889,42,F,APAC,pro,37,0,47.79,0
890,53,M,NA,free,5,1,3.16,1
891,50,F,EMEA,free,13,1,11.08,1
892,18,F,NA,free,20,2,,1
893,22,M,EMEA,free,22,2,14.36,1
894,29,F,NA,free,45,1,10.74,0
895,57,F,NA,pro,36,2,75.67,1
896,46,M,NA,pro,22,0,82.87,0
897,54,M,NA,free,21,5,7.45,1
898,44,M,LATAM,free,42,1,16.58,0
899,25,F,LATAM,free,6,0,13.41,1
900,44,F,EMEA,pro,46,4,79.87,0
901,20,F,NA,free,34,1,19.79,1
902,21,F,NA,pro,45,4,95.99,0
903,43,M,APAC,pro,6,2,83.77,0
904,49,F,EMEA,pro,6,3,105.5,1
905,24,M,LATAM,free,31,0,16.56,1
906,37,M,NA,pro,1,4,88.49,1
907,43,F,EMEA,free,11,0,7.84,1
908,69,M,NA,free,23,2,14.51,1
909,64,F,APAC,free,5,2,6.4,1
910,55,F,LATAM,free,31,2,22.5,1
911,49,M,EMEA,free,34,1,,1
912,60,M,EMEA,pro,47,1,83.11,0
913,22,M,LATAM,pro,8,4,49.2,0
914,59,F,NA,free,26,1,7.33,1
915,67,F,APAC,free,33,3,18.55,1
916,54,M,NA,pro,22,1,63.98,0
917,55,F,NA,free,18,4,14.92,0
918,21,F,EMEA,free,33,3,8.22,1
919,48,M,APAC,pro,3,0,71.19,0
920,51,F,NA,free,12,1,16.86,1
921,26,F,APAC,free,35,0,19.45,1
922,43,F,EMEA,free,16,2,18.52,1
923,54,M,EMEA,free,32,0,8.81,1
924,46,F,NA,free,22,3,7.34,0
925,26,M,EMEA,pro,18,1,95.52,0
926,60,F,LATAM,pro,17,2,84.08,1
927,42,F,APAC,free,38,1,15.84,1
928,34,M,NA,free,21,1,11.01,0
929,27,M,NA,free,11,0,12.37,1
930,24,M,LATAM,free,11,2,20.23,1
931,59,F,NA,free,7,1,27.87,0
932,59,M,LATAM,free,2,1,12.35,1
933,40,F,NA,pro,47,2,52.52,1
934,64,M,NA,free,20,0,23.73,1
935,45,F,LATAM,free,25,0,14.16,1
936,52,F,EMEA,pro,23,1,55.96,0
937,22,M,APAC,pro,24,1,78.14,0
938,55,M,LATAM,free,46,3,20.48,1
939,42,F,NA,free,6,4,11.26,1
940,39,M,NA,free,39,1,-0.77,1
941,41,F,NA,pro,16,2,99.43,1
942,26,M,NA,free,32,3,6.75,0
943,61,M,NA,free,20,2,19.37,1
944,19,M,NA,free,4,2,11.41,1
945,67,M,NA,pro,13,2,77.05,0
946,40,M,NA,free,13,3,6.73,1
947,41,F,NA,free,5,0,19.34,1
948,55,M,APAC,pro,44,0,86.57,0
949,23,M,EMEA,free,44,2,18.99,1
950,57,M,NA,free,21,1,18.52,1
951,60,M,NA,free,18,3,16.78,0
952,61,F,NA,pro,8,2,93.72,0
953,54,M,LATAM,pro,26,0,108.64,0
954,52,M,EMEA,free,18,3,19.95,1
955,55,M,EMEA,pro,44,1,87.87,0
956,33,M,NA,free,18,1,11.66,1
957,67,M,NA,free,19,0,24.79,1
958,61,M,EMEA,pro,42,4,122.16,0
959,52,M,EMEA,free,43,0,22.73,0
960,53,M,APAC,pro,27,1,86.66,0
961,23,M,APAC,pro,43,1,73.48,0
962,62,F,EMEA,pro,23,1,80.64,1
963,25,M,NA,free,13,0,17.08,0
964,27,M,APAC,free,5,0,17.2,1
965,27,M,NA,free,18,2,20.19,1
966,45,F,EMEA,pro,2,2,88.5,1
967,37,M,EMEA,free,8,3,7.49,1
968,61,F,EMEA,pro,27,1,61.32,0
969,40,M,EMEA,free,35,0,21.02,1
970,34,F,APAC,pro,1,0,103.06,0
971,21,F,NA,pro,43,0,68.1,0
972,55,F,LATAM,pro,19,1,71.95,0
973,29,M,EMEA,free,27,0,34.2,1
974,65,F,APAC,free,27,1,19.73,0
975,42,M,APAC,free,41,2,8.18,0
976,35,F,EMEA,free,1,2,12.25,1
977,31,F,NA,pro,1,1,51.63,0
978,34,M,APAC,free,23,3,16.87,1
979,66,M,NA,pro,26,1,41.49,0
980,53,M,NA,free,12,0,16.78,0
981,32,F, emea ,free,-1,4,13.02,1
982,49,F,NA,pro,43,2,69.28,0
983,40,F,APAC,pro,16,4,101.47,1
984,61,M,APAC,free,33,0,11.85,0
985,64,F,APAC,pro,39,1,115.49,1
986,26,M,NA,free,22,2,16.5,1
987,18,F,EMEA,free,22,1,17.43,0
988,54,M,EMEA,pro,27,2,63.47,0
989,64,F,LATAM,free,23,1,22.34,1
990,46,M,EMEA,free,17,3,12.66,1
991,63,F,EMEA,pro,24,1,103.79,0
992,52,M,NA,pro,32,3,93.43,0
993,23,F,APAC,free,11,2,9.37,1
994,39,M,APAC,pro,5,0,94.97,1
995,26,M,LATAM,free,15,1,18.24,1
996,69,M,LATAM,pro,36,0,119.45,0
997,56,F,NA,free,19,2,,0
998,48,M,APAC,pro,6,3,80.79,1
999,47,F,EMEA,free,41,1,24.58,0
1000,36,M,LATAM,free,36,3,11.9,1
1001,47,M,EMEA,free,8,0,,1
1002,40,F,NA,free,33,1,6.23,0
1003,31,F,EMEA,pro,16,3,95.22,0
1004,43,F,NA,free,16,1,16.97,1
1005,37,F,NA,free,43,0,9.75,0
1006,50,M,LATAM,free,26,3,25.42,1
1007,57,F,LATAM,free,7,1,8.13,0
1008,43,M,APAC,pro,47,2,94.72,0
1009,30,M,EMEA,free,44,1,16.03,0
1010,35,M,NA,pro,24,0,81.95,0
1011,32,M,NA,free,44,1,11.3,1
1012,38,M,NA,pro,22,1,63.3,1
1013,60,F,EMEA,free,41,0,11.85,0
1014,37,M,EMEA,free,36,0,18.08,0
1015,25,M,EMEA,pro,39,1,66.73,0
1016,44,M,EMEA,pro,10,1,94.54,1
1017,56,F,EMEA,free,46,2,25.39,0
1018,20,M,EMEA,free,46,1,8.21,0
1019,19,F,NA,free,23,2,9.28,0
1020,22,M, emea ,free,15,1,11.61,1
1021,23,M,NA,pro,9,3,114.58,1
1022,26,M,EMEA,pro,40,2,75.07,0
1023,59,M,NA,free,17,3,24.13,1
1024,49,F,EMEA,free,9,0,12.45,0
1025,28,M,APAC,free,29,2,14.19,1
1026,24,M,APAC,free,47,1,8.38,0
1027,31,F,EMEA,free,-1,4,13.91,0
1028,31,M,EMEA,pro,13,0,92.31,0
1029,26,F,NA,pro,17,5,74.74,1
1030,68,F,APAC,free,46,1,-4.23,0
1031,33,M,APAC,free,10,1,14.84,0
1032,64,F,EMEA,pro,11,1,88.23,0
1033,68,M,APAC,free,16,0,10.12,1
1034,55,M,EMEA,free,26,1,14.23,0
1035,65,M,APAC,free,38,2,16.77,1
1036,62,F,APAC,pro,35,2,58.62,1
1037,69,M,LATAM,free,14,1,15.47,1
1038,60,M,EMEA,free,6,2,14.35,1
1039,31,F,LATAM,pro,44,0,90.44,0
1040,48,M,LATAM,pro,47,1,80.48,0
1041,51,M,NA,pro,30,2,95.17,0
1042,69,M,NA,free,12,1,14.18,1
1043,24,M,APAC,pro,20,3,97.04,0
1044,57,F,EMEA,free,25,1,7.3,0
1045,36,F,APAC,free,44,2,15.61,0
1046,64,F,NA,free,39,0,12.28,0
1047,48,M,NA,free,21,1,14.74,0
1048,35,M,NA,free,35,0,26.22,1
1049,28,F,NA,free,30,0,22.05,1
1050,52,M,NA,pro,28,2,80.46,0
1051,62,F,NA,free,28,2,17.58,1
1052,44,M,NA,free,24,2,17.41,1
1053,38,F,NA,pro,18,2,84.99,0
1054,55,M,EMEA,free,25,0,14.36,0
1055,38,M,EMEA,free,43,2,9.67,1
1056,48,F,NA,free,-1,0,6.29,0
1057,50,M,EMEA,free,9,1,32.2,1
1058,43,F,NA,free,41,2,,1
1059,44,F,LATAM,pro,39,1,116.09,0
1060,33,F,NA,free,14,1,9.37,1
1061,44,M,APAC,free,3,2,23.41,1
1062,48,M,NA,free,8,0,,0
1063,48,M,LATAM,pro,19,0,104.13,1
1064,59,M,NA,pro,4,1,63.63,1
1065,20,F,NA,free,45,2,17.57,1
1066,61,F,NA,free,2,1,11.9,1
1067,56,F,NA,pro,40,0,75.93,0
1068,23,F,LATAM,free,39,0,12.73,1
1069,53,M,LATAM,pro,9,2,89.06,0
1070,18,F,NA,free,6,2,23.13,1
1071,66,F,NA,pro,4,2,71.13,1
1072,41,F,APAC,pro,47,1,84.55,0
1073,33,M,LATAM,free,45,0,5.83,0
1074,39,F,LATAM,free,40,2,16.67,0
1075,27,F,APAC,free,5,3,24.11,1
1076,58,F,EMEA,pro,5,1,55.01,0
1077,69,F,NA,free,24,3,19.19,1
1078,27,F,EMEA,pro,17,2,125.26,0
1079,68,F,NA,free,1,1,19.76,1
1080,65,F,APAC,free,1,0,9.73,1
1081,54,F,EMEA,pro,22,0,97.27,0
1082,18,F,EMEA,free,25,0,17.5,1
1083,32,M,APAC,pro,28,1,107.3,0
1084,58,M,EMEA,free,21,1,20.21,1
1085,68,M,NA,free,27,0,18.24,1
1086,35,F,NA,pro,19,2,78.38,0
1087,27,M,EMEA,free,7,0,10.82,0
1088,63,F,EMEA,free,36,1,13.55,0
1089,42,M,APAC,pro,4,1,81.2,1
1090,30,F,LATAM,pro,8,2,82.69,0
1091,68,F,LATAM,free,22,0,14.69,0
1092,59,M,EMEA,pro,9,1,77.57,0
1093,48,F,EMEA,free,22,0,9.93,0
1094,48,M,EMEA,free,19,0,15.53,1
1095,69,F,EMEA,free,6,3,21.89,1
1096,34,M,LATAM,pro,46,3,62.76,1
1097,65,M,EMEA,pro,20,1,49.25,1
1098,24,F,APAC,free,25,0,6.69,1
1099,45,F,LATAM,free,41,2,11.49,0
1100,19,F,EMEA,pro,13,1,96.1,0
1101,44,M,APAC,free,17,3,20.07,0
1102,22,F,EMEA,free,16,3,18.29,1
1103,33,M,EMEA,free,13,1,16.49,1
1104,42,M,NA,free,35,0,17.13,1
1105,19,M,NA,free,8,1,17.05,0
1106,21,F,NA,free,10,1,16.6,1
1107,56,M,LATAM,free,31,1,16.9,1
1108,50,M,NA,free,15,0,27.87,0
1109,31,F,NA,free,44,2,14.94,0
1110,28,F,APAC,free,6,0,13.04,0
1111,26,F,EMEA,free,7,2,19.77,1
1112,28,F,EMEA,free,28,0,6.23,0
1113,66,M,NA,free,23,1,,0
1114,53,F,NA,pro,10,3,91.95,1
1115,22,M,NA,free,14,1,12.65,1
1116,50,F,NA,free,41,1,9.86,1
1117,29,F,NA,pro,16,2,86.43,0
1118,46,F,EMEA,pro,26,3,50.46,0
1119,56,F,EMEA,free,6,2,11.43,1
1120,41,F,EMEA,free,37,0,19.13,0
1121,40,M,APAC,pro,26,1,101.15,0
1122,25,F,EMEA,pro,24,3,70.81,1
1123,31,M,NA,pro,15,2,57.63,0
1124,30,F,LATAM,pro,6,0,73.32,0
1125,50,M,NA,free,11,0,23.07,0
1126,33,M,EMEA,free,14,0,5.51,1
1127,24,M,NA,free,24,0,18.23,0
1128,39,M,EMEA,free,34,2,8.16,0
1129,52,F,LATAM,pro,44,1,82.12,0
1130,45,M,NA,free,34,1,16.41,0
1131,50,M,APAC,free,8,1,8.59,0
1132,39,M,NA,free,23,1,13.16,1
1133,37,F,APAC,free,5,1,12.35,1
1134,60,M,NA,pro,5,4,77.94,1
1135,35,F,EMEA,free,21,4,15.6,1
1136,36,F,NA,free,34,2,,0
1137,53,M,LATAM,free,39,1,13.49,1
1138,25,M,EMEA,free,1,1,23.47,1
1139,28,M,EMEA,pro,22,0,73.1,0
1140,50,F,EMEA,free,25,1,16.37,0
1141,57,M,EMEA,free,30,2,13.77,1
1142,25,F,NA,pro,2,5,53.25,1
1143,57,F,NA,pro,35,1,100.92,0
1144,47,M,APAC,free,38,1,8.82,1
1145,49,F,EMEA,free,8,1,,0
1146,52,M,EMEA,free,27,1,21.3,1
1147,24,F,EMEA,free,18,2,,0
1148,44,M,LATAM,pro,33,0,88.04,0
1149,23,F,NA,pro,27,2,73.49,0
1150,49,F,APAC,free,38,2,10.38,1
1151,43,M,APAC,pro,24,3,83.91,0
1152,69,M,NA,free,11,2,13.9,0
1153,18,F,NA,free,36,1,21.07,0
1154,34,F,LATAM,pro,-1,0,64.39,0
1155,56,M,NA,pro,24,0,40.03,0
1156,32,M,NA,pro,29,3,100.0,0
1157,34,M,NA,pro,1,0,80.34,1
1158,33,M,NA,pro,3,3,79.05,1
1159,50,F,NA,free,22,1,,1
1160,52,F,NA,free,32,1,11.09,1
1161,64,M,EMEA,free,18,6,20.3,1
1162,67,M,APAC,free,37,2,23.99,0
1163,39,F,APAC,free,25,0,16.5,1
1164,27,M,APAC,free,2,1,19.71,1
1165,33,F,LATAM,pro,11,2,41.71,1
1166,30,M,EMEA,free,11,1,11.55,0
1167,39,M,APAC,free,24,0,27.32,1
1168,58,F,EMEA,pro,8,0,75.6,0
1169,56,M,NA,free,13,1,22.52,0
1170,33,M,NA,free,11,0,15.06,0
1171,33,M,NA,pro,37,2,69.6,0
1172,27,M,NA,free,36,1,4.01,1
1173,51,M,NA,free,47,1,18.16,1
1174,37,M,NA,free,9,2,17.32,1
1175,29,F,NA,free,38,3,,0
1176,22,M,NA,pro,19,1,89.01,1
1177,47,M,NA,pro,8,0,89.75,0
1178,27,F,EMEA,pro,17,3,105.21,0
1179,41,F,NA,pro,42,2,59.29,0
1180,44,M,NA,free,44,3,17.23,1
1181,18,F,LATAM,free,34,2,17.68,0
1182,50,M,EMEA,pro,36,1,38.11,0
1183,43,M,LATAM,pro,40,3,62.19,0
1184,57,F,EMEA,free,38,4,17.54,0
1185,63,M,NA,pro,35,2,83.14,0
1186,66,F,NA,free,19,3,12.32,1
1187,25,F,APAC,free,13,3,14.46,1
1188,28,F,NA,free,35,1,8.13,0
1189,63,F,NA,pro,23,1,109.18,0
1190,54,M,EMEA,free,9,0,15.57,0
1191,22,M,NA,pro,2,2,106.84,1
1192,54,M,NA,free,31,0,16.71,1
1193,34,M,APAC,pro,47,2,108.23,0
1194,30,M,NA,free,31,3,9.64,1
1195,27,M,APAC,free,6,1,10.48,1
1196,36,F,EMEA,pro,30,1,57.92,0
1197,62,M,NA,pro,46,1,56.61,1
1198,30,M,LATAM,pro,6,1,96.29,0
1199,26,M,NA,pro,30,2,73.49,0
0,62,M,LATAM,free,35,1,,1
1,32,F,NA,pro,6,2,121.05,0
2,22,M,EMEA,free,41,3,13.08,0
3,39,F,NA,pro,41,1,106.5,1
4,23,F,NA,pro,46,0,73.59,0
5,60,F,EMEA,free,30,0,,0
6,20,M,NA,free,11,3,24.15,1
7,30,M,NA,free,30,0,13.45,0
8,59,F,EMEA,free,37,0,21.65,0
9,63,M,NA,free,31,0,4.87,0
10,31,F,LATAM,pro,46,4,69.1,1
11,20,M,LATAM,pro,31,0,88.04,0
12,24,F,NA,free,11,1,13.05,0
13,39,F,EMEA,free,4,2,18.97,1
14,31,M,NA,free,46,1,18.56,0
